,Tweet_text,obesity_present,pre_count,post_count
3870,Lack of exercise is making you obese &amp; prone to heart disease. Start exercising today. #WorldAntiObesityDay #healthy #obesity #obese #lifestyle #saynotosugar #runforyourlife #fightthefat #healthcareIndia #India #ePharmaHoivo #ePharma https://t.co/gGrHHvDZCl,True,2,2
3871,WHY fail at #WEIGHTLOSS when #OBESITY is leading #HEALTH issue? Your EXCUSE(s) SIGN UP at https://t.co/GyuznrxuXR https://t.co/ALockNYC7h,True,0,0
3873,"@Evolve_Impact have already been involved in impact studies in this area leading to Healthier, Happier &amp; Smarter children in school &amp; beyond @StrongerBrains @BrainHQ #brainhealth #obesity #wellbeing #education https://t.co/3zTTP44K31",True,0,3
3874,#UK now most frequent snackers &amp; the nation with most #overweight &amp; #obese people in #Europe https://t.co/Kp2Oa8APR7 #Paramedic #Ambulance #Nurses #NHS #Hospital #Obesity #WLS #Health #BariatricTraining #PatientSafety #Medicare #Bariatric #Training #HealthAndSafety #MSD #Doctors https://t.co/XDylEfZyuO,True,1,0
3878,"Poignant, well-written piece about what it's like to live as a person with #obesity and face the prejudice! https://t.co/w1IAd8Hr8n",True,0,0
3881,Chart: Where Is #Obesity Most and Least Prevalent in the #EU Statista https://t.co/Grc54uLQGb new Infographic from @StatistaCharts,True,0,0
3882,"#Ketogenic diet helps tame flu virus:
#dietcongress2020- various topics were discussed in our conference related to #nutrition, #diet, #obesity. and some other keytopics like
#foodsafety,#weightloss,#micronutrients,#macronutrients,#carbohydrates. https://t.co/4R75iWT74S https://t.co/IBws0EUVWK",True,6,0
3883,"5 Tips for Overweight Problems

This Infographic suggests 5 tips for overweight problems and the best foods that lose body weight naturally.

https://t.co/i3k5WATi0Q

#weightloss #obesity #burnfat #fatloss #weightlosstransformation https://t.co/f0VbGclvX6",True,1,0
3885,"Nearly 30% of the world's population is obese. Don't be one of them. Management of #obesity includes easy but consistent lifestyle changes like physical #exercise, proper #diet, etc. Stay in touch with our #dietician &amp; bring positive changes in your life.
#TuesdayThoughts #Health",True,2,0
3887,"While #obesity is primarily associated with #WeightGain, a new study suggests it triggers #inflammation in the #NervousSystem that could #damage important regions of the #brain.

https://t.co/Ochi5i1KER",True,0,2
3888,"RT @Rela_Institute: Anti Obesity Day 2019

#obesity #obesitytreatment #worldobesityday2019 #bariatricsurgery #antiobesityday #relainstitute…",True,0,1
3889,RT @docs_job: Gulf Cooperation Council (GCC) countries marking the day with activities to highlight how obesity is a public health hazard.…,True,0,0
3890,"Share with us all that is happening at the International Conference on #Obesity and #Diet Imbalance 2019 organised by @conferenceserie! Visit us @medeventsguide 
https://t.co/GynlkadwHb

#medicalconferences #obesity",True,1,0
3892,"Anti Obesity Day, 26 November
Say No To Junk Food!
Stay Healthy Stay Fit!
#AntiobesityDay #Obesity #HealthyEating #hctcindia https://t.co/QEoFk95h2v",True,1,0
3896,"This ""Anti-Obesity Day""Take a pledge to end obesity
Get slim and stay healthy with ReeAge never before offer
@ Just 19,999/-*
📱: 9900061480
#obesity #weightloss #diabetes #fitness #health #healthy #fit #bodygoals #fat #diet #jayanagara #krpuram #bangalore #bengaluru  #rrnagar https://t.co/bxTp4hAbbV",True,2,1
3897,#UK now most frequent snackers &amp; the nation with most #overweight &amp; #obese people in #Europe https://t.co/Kp2Oa8APR7 #Paramedic #Ambulance #Nurses #NHS #Hospital #Obesity #WLS #Health #BariatricTraining #PatientSafety #Medicare #Bariatric #Training #HealthAndSafety #MSD #Doctors https://t.co/MnYGBBc1rr,True,1,0
3898,"https://t.co/tlS6GjjvAg
Super foods are foods that offer maximum nutritional benefits in minimal calories.
#Diet #Plans #WeightLoss #Obesity #InfoRoads #ConnectingIndians #EverythingIndiaandIndians https://t.co/88emJDCcui",True,5,0
3903,"RT @parihomehealth: The main objectives of Obesity Day are to promote solutions to obesity crisis, to raise awareness, to improve policies…",True,0,0
3904,"Short-term increases in #sugar consumption could increase the risk of #inflammatory #bowel disease and have a significant impact on our #health
#HighSugar #Diabetes #PlenarenoDiabetesEvent #Obesity #BloodPressure #Diet https://t.co/c7HMs0yRub",True,3,3
3907,"@AgentSaffron Correct - #ghee and #coconutoil are friendly to health. But need to educate India that carb loaded meals, sweets and savouries with added ghee and coconut oil is  as good as poison. Speedy #obesity #metabolicsyndrome #diabetes #InsulinResistance @dlifein",True,1,3
3908,"The main objectives of Obesity Day are to promote solutions to obesity crisis, to raise awareness, to improve policies on obesity treatment and its prevention.

From - https://t.co/2bzpDl2sK9

#obesity #weightloss #fitness #overweight #health #diabetestype  #parihomehealthcare https://t.co/ooQciL2Jxf",True,1,1
3909,"Believe it or not, obesity could be contagious - Strong Fit Well https://t.co/jMugDwyd1V #obesity #health https://t.co/vPSkV2QFiv",True,0,0
3910,#UK now most frequent snackers &amp; the nation with most #overweight &amp; #obese people in #Europe https://t.co/Kp2Oa8SqIF #Paramedic #Ambulance #Nurses #NHS #Hospital #Obesity #WLS #Health #BariatricTraining #PatientSafety #Medicare #Bariatric #Training #HealthAndSafety #MSD #Doctors https://t.co/B1Q3IDSFBM,True,1,0
3911,"Gulf Cooperation Council (GCC) countries marking the day with activities to highlight how obesity is a public health hazard.

From - https://t.co/J6tdtkjPIn

#obesity #weightloss #fitness #overweight #health #diabetestype #healthylifestyle #weightlossjourney #healthy  #docsjob https://t.co/06MRJ1zsLp",True,1,1
3912,"In light of Anti-Obesity Day, Bareen International Hospital airs on Facebook Live Q&amp;A with Dr. Ramzi Alshaiba, Specialist - General Surgery, as he discusses obesity - causes, diagnosis, treatment, &amp; prevention. https://t.co/kiYPT3lC0S
#bareenhospital  #obesity 
#مستشفى_بارين https://t.co/41bfkQP5dg",True,0,1
3914,"https://t.co/PTqNPq0hBD 
#intermittentfasting #health #guthealth #longevity #brainhealth #hearthealth #obesity #weightloss #fatloss #health #healthylifestyle #healthyeating #healthydiet .@SatchinPanda",True,1,2
3915,"""When We Eat, or Don’t Eat, May Be Critical for Health"" https://t.co/qxioICS3Mc #intermittentfasting #health #guthealth #longevity #brainhealth #hearthealth #obesity #weightloss #fatloss #health #healthylifestyle #healthyeating #healthydiet .@SatchinPanda",True,1,2
3917,"Anti Obesity Day 2019

#obesity #obesitytreatment #worldobesityday2019 #bariatricsurgery #antiobesityday #relainstitute #RIMC https://t.co/NvZfQNB7YD",True,0,1
3918,"Euro Clinical Obesity: https://t.co/oTwyI9OwcD
Prevent Obesity: Consume less “bad” fat and more “good” fat #Antidrug #obesity #overweight #Bodymassindex #childhoodobesity #Eatingdisorders #weightloss #diabetes #nutrition #ketodiet #metabolism #pediatricobesity #physicalactivity https://t.co/iaCnC2a2Go",True,3,1
3920,"مارس الرياضة للحصول على الوزن المثالي

للاستفسارات الطبية والحجوزات:
📱:0540001185
📱:0503141888

#healthcare #Gastric_Sleeve
#diet #Obesity
#حياتك_بلاسمنة #الحسن_النعمي #رابطة_المتكممين
#اليوم_العالمي_لمكافحة_السمنة https://t.co/2Ff6e2yw8X",True,1,1
3921,CORINTHIANS 3:17 #OBESITY IS DESTROYING GODS TEMPLE SIGN UP https://t.co/GyuznrxuXR PLZ RT https://t.co/HrlxNtMRxq,True,0,0
3923,"Today is #WorldAntiObesityDay, let's aim to raise awareness of obesity prevention &amp; end weight stigma.
Eat healthily &amp; Exercise more to end obesity.#healthcare #healthy #obesity #nutrition #food #obesityday
#healthylifestyle #fitnesslife #eathealthy https://t.co/YkAYosLW6k",True,3,0
3924,More #FUNERALS less #CELEBRATIONS - cause #OBESITY! SIGN UP NOW https://t.co/GyuznrxuXR PLZ RT https://t.co/Hp7MYDOiYj https://t.co/qiFQ7ZkzCZ,True,0,0
3925,#UK now most frequent snackers &amp; the nation with most #overweight &amp; #obese people in #Europe https://t.co/Kp2Oa8SqIF #Paramedic #Ambulance #Nurses #NHS #Hospital #Obesity #WLS #Health #BariatricTraining #PatientSafety #Medicare #Bariatric #Training #HealthAndSafety #MSD #Doctors https://t.co/tGgbimClVD,True,1,0
3928,"Anti-Obesity Day 2019: Keep #obesity at bay with these five superfoods #HealthyFood #healthychoices

https://t.co/aREsQIi67Z https://t.co/cQ1JrczdqL",True,2,0
3929,"#WorldAntiObesityDay is observed worldwide spreading  awareness about the #health related issues people face  because of the #obesity . Our Bariatric department performs all kind of Bariatric surgeries. Call on 022 68658000
#weightloss #diabetes #overweight #TuesdayThoughts https://t.co/pd2auPDYik",True,0,1
3931,"RT @MedPageEndo: The influence of sex, drugs, and #obesity on rheumatoid arthritis treatment. Based on research led by Martin Schäfer, PhD,…",True,0,1
3932,"RT @TheiDiet: USA is winning at LOST YEARS due to #obesity. Want 4 more healthy years? Then watch your weight.

Source: OECD https://t.co/E…",True,1,0
3934,"Don't let obesity destroys your health. On #WorldAntiObesityDay, let's aim to raise awareness of obesity prevention &amp; end weight stigma.
Eat healthily &amp; Excercise more to end obesity.

 #obesity #fat #health #lifestyle #excercise #workout #motivation #awareness  #LivLifeHospitals https://t.co/rFVA7ENBra",True,0,0
3935,"World Anti-Obesity Day, 2019.
#obesity #antiobesity #obesitycrisis #obesityawareness #obesitytreatment #curespecialityclinics https://t.co/8q3eZzNbB5",True,0,0
3936,"RT @JyotiSahai: 7+1 ways #DigitalHealth #Technologies Help Fight #Obesity 

@msharmas @HCITExpert @Berci 

#HIMSS20 #HITsmIND #healthcare #…",True,0,0
3939,#obesity damages the brains of teenagers just as much as it hurts the brains of older adults; it is a risk factor for developing #Alzheimers' disease late in life.  https://t.co/EzDZXf12Es via @healthline,True,0,3
3940,"On the occasion of  Anti-Obesity Day, Dr.Nandakishore Dukkipati and Bariatric team from KIMS-LivLife center, have partnered with several schools to support #healthy eating and healthy life.

#WorldAntiobesityday #obesity #news #LivLifehospitals #KIMS #obese #health #lifestyle https://t.co/4mgKXtKzmP",True,1,0
3941,"On the occasion of  Anti-Obesity Day, Dr.Nandakishore Dukkipati and Bariatric team from KIMS-LivLife center, have partnered with several schools to support #healthy eating and healthy life.

#WorldAntiobesityday #obesity #news #LivLifehospitals #KIMS #obese #health #lifestyle https://t.co/tqp9CffqRY",True,1,0
3942,#UK now most frequent snackers &amp; the nation with most #overweight &amp; #obese people in #Europe https://t.co/Kp2Oa8SqIF #Paramedic #Ambulance #Nurses #NHS #Hospital #Obesity #WLS #Health #BariatricTraining #PatientSafety #Medicare #Bariatric #Training #HealthAndSafety #MSD #Doctors https://t.co/xcUbWZ8qQK,True,1,0
3943,"Let's Tackle Obesity Together!!
World Anti-Obesity Day!
.
.
#wisehealths #rakheapnokakhyal #TakeAWiseStep #obesity #fittofat #healthybody #healthymind https://t.co/aDdBIMkGP8",True,0,0
3944,"@biomedres01 #Obesity in Kenya: A Synthesis of the Literature by Maraga Edith in #BJSTR
https://t.co/k2bOKPE4BA
#Biomedicalopenaccessjournal https://t.co/tMkOG8tPEN",True,0,0
3946,RT @PamPeekeMD: The assumption is everywhere. #obesity is the result of “eating too much and moving too little…” But it’s not so simple. An…,True,0,0
3947,Anti Obesity Day #fightObesity #obesity #pledgeAgainstObesity https://t.co/Odi6XXVau7,True,0,0
3948,"Did you know?

Know you know...

#obesity #typetwodiabetes #cbdoil #wellness #journey #cbd #igotthis #cbdmom #cbdfamily #hemp #hempplant #cannabis #cannabishealth #cbdcommunity #cannabiseducation #cbdesucation… https://t.co/riYltjAbd9",True,0,1
3950,"Inside the hyperengineered, savagely marketed, addiction-creating battle for American stomach share https://t.co/rQ48w5hVuY #addiction #diabetes #food #health #hypertension #junkFood #obesity",True,2,1
3951,#obesity https://t.co/RWO2GyAu0D,True,0,0
3952,Teens with #Obesity Show Signs of Brain Damage https://t.co/eRVflPeGMD,True,0,1
3953,"2019/01/16: Globally, red meat and sugar consumption must be cut by half, while vegetables, fruit, pulses and nuts must double https://t.co/eB5ssmWmf6 #globalWarming #climatechange #diet #health #food #obesity #hunger",True,3,0
3955,"How are people losing weight without dieting? Read the Real Stories | #Diet &amp; Weight Loss | Unimed Living https://t.co/rS5vBuKi6l 

#realstories #beforeandafter #Loseweight #Weightloss #obesity #exercise #weightlosstips https://t.co/6LmKJQV83W",True,2,0
3956,"Know more Knowledge about today's Crucial topics...
Obesity &amp; Endocrinology in One global field of conference..
Obesity Middleeast 2020 at Dubai, UAE
April 27-28, 2020
#endocrinology #diabetics #hypertension #obesity #cardiovascular #diseases #international #conference https://t.co/LG1qan825l",True,0,1
3957,#UK now most frequent snackers &amp; the nation with most #overweight &amp; #obese people in #Europe https://t.co/Kp2Oa8SqIF #Paramedic #Ambulance #Nurses #NHS #Hospital #Obesity #WLS #Health #BariatricTraining #PatientSafety #Medicare #Bariatric #Training #HealthAndSafety #MSD #Doctors https://t.co/ETiSd8umwk,True,1,0
3958,#Obesity Among Black #Women Outrageously High - https://t.co/SNu0KQ8711,True,0,0
3959,"#Obesity May Change the Teen Brain, MRI Study Shows now trending on Monkey Viral - https://t.co/URozkO0UMs https://t.co/myL41kRDCW",True,0,1
3960,i wonder bat hindi priority ang pagcreate parks/ safe open spaces sa mga cities :(( #obesity,True,0,0
3961,"NEWS: #Overweight and #obesity affects one in four Australian children and adolescents. This is an issue we can all help to prevent, check out this article to see how the use of dieting apps are having a negative impact on our body image. https://t.co/u1SNvqDpMf",True,1,0
